Reference	Localized Group	Message	Selections	
figs-nominaladj_9_9__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	દરિદ્રીઓને-1	
figs-parallelism_13_5__1	Parallelism	unable to migrate selection, no match found for check in new resources	પરીક્ષા તમે પોતે કરો-1 તમારી પોતાની પરિક્ષા કરો-1	
figs-parallelism_6_17__1	Parallelism	unable to migrate selection, no match found for check in new resources	તમે તેઓ મધ્યેથી નીકળી આઓ, અને અલગ થાઓ-1	
figs-parallelism_6_18__1	Parallelism	unable to migrate selection, no match found for check in new resources	હું તમારો પિતા થઈશ, અને તમો મારા દીકરા દીકરીઓ થશો-1	
figs-parallelism_6_2__1	Parallelism	unable to migrate selection, no match found for check in new resources	"મેં માન્યકાળે તારું સાંભળ્યું, અને તારણને દિવસે મેં તને સહાય કરી." જુઓ, હમણાં જ માન્યકાળ {છે}. જુઓ, હમણાં જ તારણનો દિવસ {છે}.-1	
figs-parallelism_9_6__1	Parallelism	unable to migrate selection, no match found for check in new resources	જે કૃપણતાથી વાવે છે તે લણશે કૃપણતાથી, અને જે આશીર્વાદમાં વાવે છે તે લણશે પણ આશીર્વાદથી.-1	
figs-parallelism_9_9__1	Parallelism	unable to migrate selection, no match found for check in new resources	તેણે {દાન} વહેચ્યું છે, તેણે દરિદ્રીઓને આપ્યું છે-1	
figs-pastforfuture_3_8__1	Predictive Past	unable to migrate selection, no match found for check in new resources	કેમ નાં હોય-1	
figs-pastforfuture_8_17__1	Predictive Past	unable to migrate selection, no match found for check in new resources	આવ્યો-1	
figs-pastforfuture_8_18__1	Predictive Past	unable to migrate selection, no match found for check in new resources	અમે-1 મોકલ્યો છે-1	
figs-pastforfuture_8_22__1	Predictive Past	unable to migrate selection, no match found for check in new resources	અમે-1 મોકલ્યો છે-1	
figs-pastforfuture_9_3__1	Predictive Past	unable to migrate selection, no match found for check in new resources	મેં-1 મોકલ્યા {છે}-1	
figs-pastforfuture_9_9__1	Predictive Past	unable to migrate selection, no match found for check in new resources	તેણે {દાન} વહેચ્યું છે, તેણે-1 આપ્યું છે-1	
figs-possession_10_13__1	Possession	unable to migrate selection, no match found for check in new resources	હદ-2 ઠરાવી આપી છે-1	
figs-possession_10_1__1	Possession	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તના સૌમ્ય અને નમ્રતા દ્વારા-1	
figs-possession_10_4__1	Possession	unable to migrate selection, no match found for check in new resources	અમારી લડાઈનાં હથીયાર-1	
figs-possession_10_5__1	Possession	unable to migrate selection, no match found for check in new resources	ઈશ્વરના જ્ઞાન-1	
figs-possession_10_5__1	Possession	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તની આધિનતા-1	
figs-possession_10_7__1	Possession	unable to migrate selection, no match found for check in new resources	હું ખ્રિસ્તનો છું-1 તે પોતે ખ્રિસ્તનો {છે} તેમ અમે પણ ખ્રિસ્તના {છીએ}.-1	
figs-possession_11_10__1	Possession	unable to migrate selection, no match found for check in new resources	મારામાં જે ખ્રિસ્તની સત્યતા છે-1	
figs-possession_11_14__1	Possession	unable to migrate selection, no match found for check in new resources	પ્રકાશના દુત-1	
figs-possession_11_15__1	Possession	unable to migrate selection, no match found for check in new resources	ન્યાયીપણાનાં સેવકો-1	
figs-possession_11_17__1	Possession	unable to migrate selection, no match found for check in new resources	બડાઈની આ સ્થિતિમાં-1	
figs-possession_11_28__1	Possession	unable to migrate selection, no match found for check in new resources	બધી મંડળીઓ વિશેની ચિંતા.-1	
figs-possession_11_30__1	Possession	unable to migrate selection, no match found for check in new resources	જે બાબતોમાં હું નિર્બળ છું-1	
figs-possession_11_7__1	Possession	unable to migrate selection, no match found for check in new resources	ઈશ્વરની સુવાર્તા-1	
figs-possession_12_12__1	Possession	unable to migrate selection, no match found for check in new resources	પ્રેરીતના લક્ષણો-1	
figs-possession_12_1__1	Possession	unable to migrate selection, no match found for check in new resources	પ્રભુના દર્શન તથા પ્રકટીકરણ-1	
figs-possession_12_7__1	Possession	unable to migrate selection, no match found for check in new resources	પ્રકટીકરણોની અત્યંત {મહત્તાને} લીધે-1	
figs-possession_12_9__1	Possession	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તનું પરાક્રમ-1	
figs-possession_13_11__1	Possession	unable to migrate selection, no match found for check in new resources	પ્રેમ તથા શાંતિ આપનાર ઈશ્વર-1	
figs-possession_1_3__1	Possession	unable to migrate selection, no match found for check in new resources	પિતા જે કરુણાનો પિતા તથા સર્વ દિલાસાના ઈશ્વર છે-1	
figs-possession_2_12__1	Possession	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તની સુવાર્તા-1	
figs-possession_2_14__1	Possession	unable to migrate selection, no match found for check in new resources	પોતાના જ્ઞાનનો સુવાસ-1	
figs-possession_2_15__1	Possession	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તના સુગંધ રૂપ-1	
figs-possession_2_17__1	Possession	unable to migrate selection, no match found for check in new resources	ઈશ્વરની વાત-1	
figs-possession_2_9__1	Possession	unable to migrate selection, no match found for check in new resources	તમારી પરીક્ષા-1	
figs-possession_3_13__1	Possession	unable to migrate selection, no match found for check in new resources	વિલીન થનાર-1 અંત-1	
figs-possession_3_14__1	Possession	unable to migrate selection, no match found for check in new resources	જુનો કરાર વાંચતી વખતે-1	
figs-possession_3_17__1	Possession	unable to migrate selection, no match found for check in new resources	પ્રભુનો આત્મા-1	
